"row","title","album","year","release_date","country","release_type","disc_number","track_number","format","length_ms","release_group","release_group_year","artist_credit","release_mbid"
"1","Ballade pour Adeline (piano & orchestre)","Ballade pour Adeline","1977","1977","DE","Album","1","A1","12"" Vinyl","157000","Ballade pour Adeline","1977","Richard Clayderman","9bcb33c0-dacd-40f2-8eab-1d1ea3e44bc1"
"2","Ballade pour Adeline (piano seul)","Ballade pour Adeline","1977","1977","DE","Album","1","B6","12"" Vinyl","159000","Ballade pour Adeline","1977","Richard Clayderman","9bcb33c0-dacd-40f2-8eab-1d1ea3e44bc1"
"3","Black Deal","Ballade pour Adeline","1977","1977","DE","Album","1","A5","12"" Vinyl","181000","Ballade pour Adeline","1977","Richard Clayderman","9bcb33c0-dacd-40f2-8eab-1d1ea3e44bc1"
"4","La milliere","Ballade pour Adeline","1977","1977","DE","Album","1","B2","12"" Vinyl","228000","Ballade pour Adeline","1977","Richard Clayderman","9bcb33c0-dacd-40f2-8eab-1d1ea3e44bc1"
"5","L'enfant et la mer","Ballade pour Adeline","1977","1977","DE","Album","1","A3","12"" Vinyl","214000","Ballade pour Adeline","1977","Richard Clayderman","9bcb33c0-dacd-40f2-8eab-1d1ea3e44bc1"
"6","Lyphard Melodie","Ballade pour Adeline","1977","1977","DE","Album","1","B1","12"" Vinyl","280000","Ballade pour Adeline","1977","Richard Clayderman","9bcb33c0-dacd-40f2-8eab-1d1ea3e44bc1"
"7","Lys River","Ballade pour Adeline","1977","1977","DE","Album","1","A4","12"" Vinyl","215000","Ballade pour Adeline","1977","Richard Clayderman","9bcb33c0-dacd-40f2-8eab-1d1ea3e44bc1"
"8","Old Fashion","Ballade pour Adeline","1977","1977","DE","Album","1","B5","12"" Vinyl","116000","Ballade pour Adeline","1977","Richard Clayderman","9bcb33c0-dacd-40f2-8eab-1d1ea3e44bc1"
"9","Romantica Serenade","Ballade pour Adeline","1977","1977","DE","Album","1","B4","12"" Vinyl","204000","Ballade pour Adeline","1977","Richard Clayderman","9bcb33c0-dacd-40f2-8eab-1d1ea3e44bc1"
"10","Secret of My Life (One)","Ballade pour Adeline","1977","1977","DE","Album","1","A2","12"" Vinyl","178000","Ballade pour Adeline","1977","Richard Clayderman","9bcb33c0-dacd-40f2-8eab-1d1ea3e44bc1"
"11","Secret of My Life (Two)","Ballade pour Adeline","1977","1977","DE","Album","1","B3","12"" Vinyl","194000","Ballade pour Adeline","1977","Richard Clayderman","9bcb33c0-dacd-40f2-8eab-1d1ea3e44bc1"
"12","Ballade pour Adeline (piano et orchestre)","Ballade pour Adeline","1977","1977-01-01","XW","Album","1","1","Digital Media","157000","Ballade pour Adeline","1977","Richard Clayderman","d0a2d357-2236-4fed-8daf-7ad4b1e35751"
"13","Secret of My Life (One)","Ballade pour Adeline","1977","1977-01-01","XW","Album","1","2","Digital Media","178000","Ballade pour Adeline","1977","Richard Clayderman","d0a2d357-2236-4fed-8daf-7ad4b1e35751"
"14","L'enfant et la mer","Ballade pour Adeline","1977","1977-01-01","XW","Album","1","3","Digital Media","214000","Ballade pour Adeline","1977","Richard Clayderman","d0a2d357-2236-4fed-8daf-7ad4b1e35751"
"15","Lys River","Ballade pour Adeline","1977","1977-01-01","XW","Album","1","4","Digital Media","215000","Ballade pour Adeline","1977","Richard Clayderman","d0a2d357-2236-4fed-8daf-7ad4b1e35751"
"16","Black Deal","Ballade pour Adeline","1977","1977-01-01","XW","Album","1","5","Digital Media","181000","Ballade pour Adeline","1977","Richard Clayderman","d0a2d357-2236-4fed-8daf-7ad4b1e35751"
"17","Lyphard Melodie","Ballade pour Adeline","1977","1977-01-01","XW","Album","1","6","Digital Media","280000","Ballade pour Adeline","1977","Richard Clayderman","d0a2d357-2236-4fed-8daf-7ad4b1e35751"
"18","La milliere","Ballade pour Adeline","1977","1977-01-01","XW","Album","1","7","Digital Media","228000","Ballade pour Adeline","1977","Richard Clayderman","d0a2d357-2236-4fed-8daf-7ad4b1e35751"
"19","Secret of My Life (Two)","Ballade pour Adeline","1977","1977-01-01","XW","Album","1","8","Digital Media","194000","Ballade pour Adeline","1977","Richard Clayderman","d0a2d357-2236-4fed-8daf-7ad4b1e35751"
"20","Romantica Serenade","Ballade pour Adeline","1977","1977-01-01","XW","Album","1","9","Digital Media","204000","Ballade pour Adeline","1977","Richard Clayderman","d0a2d357-2236-4fed-8daf-7ad4b1e35751"
"21","Old Fashion","Ballade pour Adeline","1977","1977-01-01","XW","Album","1","10","Digital Media","116000","Ballade pour Adeline","1977","Richard Clayderman","d0a2d357-2236-4fed-8daf-7ad4b1e35751"
"22","Ballade pour Adeline (piano seul)","Ballade pour Adeline","1977","1977-01-01","XW","Album","1","11","Digital Media","159000","Ballade pour Adeline","1977","Richard Clayderman","d0a2d357-2236-4fed-8daf-7ad4b1e35751"
"23","A comme amour (piano et orchestre)","A comme amour","1978","1978","JP","Album","1","A1","12"" Vinyl","194000","A comme amour","1978","Richard Clayderman","60021c79-5ddd-4da7-9c70-97d52032e605"
"24","A comme amour (piano seul)","A comme amour","1978","1978","JP","Album","1","B5","12"" Vinyl","192000","A comme amour","1978","Richard Clayderman","60021c79-5ddd-4da7-9c70-97d52032e605"
"25","A l'ombre des glycines","A comme amour","1978","1978","JP","Album","1","A2","12"" Vinyl","165000","A comme amour","1978","Richard Clayderman","60021c79-5ddd-4da7-9c70-97d52032e605"
"26","Au bord de la riviere","A comme amour","1978","1978","JP","Album","1","B2","12"" Vinyl","228000","A comme amour","1978","Richard Clayderman","60021c79-5ddd-4da7-9c70-97d52032e605"
"27","Bianconi melody","A comme amour","1978","1978","JP","Album","1","A5","12"" Vinyl","164000","A comme amour","1978","Richard Clayderman","60021c79-5ddd-4da7-9c70-97d52032e605"
"28","Le Fragile Parfum des roses","A comme amour","1978","1978","JP","Album","1","A3","12"" Vinyl","165000","A comme amour","1978","Richard Clayderman","60021c79-5ddd-4da7-9c70-97d52032e605"
"29","Le Fragile Parfum des roses","A comme amour","1978","1978","JP","Album","1","B4","12"" Vinyl","165000","A comme amour","1978","Richard Clayderman","60021c79-5ddd-4da7-9c70-97d52032e605"
"30","Les Fleurs sauvages","A comme amour","1978","1978","JP","Album","1","B1","12"" Vinyl","170000","A comme amour","1978","Richard Clayderman","60021c79-5ddd-4da7-9c70-97d52032e605"
"31","Les Fleurs sauvages","A comme amour","1978","1978","JP","Album","1","B6","12"" Vinyl","170000","A comme amour","1978","Richard Clayderman","60021c79-5ddd-4da7-9c70-97d52032e605"
"32","Les Petits Animaux de la foret","A comme amour","1978","1978","JP","Album","1","A4","12"" Vinyl","132000","A comme amour","1978","Richard Clayderman","60021c79-5ddd-4da7-9c70-97d52032e605"
"33","Ping pong sous les arbres","A comme amour","1978","1978","JP","Album","1","B3","12"" Vinyl","189000","A comme amour","1978","Richard Clayderman","60021c79-5ddd-4da7-9c70-97d52032e605"
"34","Promenade dans les bois","A comme amour","1978","1978","JP","Album","1","A6","12"" Vinyl","163000","A comme amour","1978","Richard Clayderman","60021c79-5ddd-4da7-9c70-97d52032e605"
"35","Ballade pour Adeline (piano & Orchestre)","Piano et orchestre","1978","1978","JP","Album","1","A1","12"" Vinyl","157000","Piano et orchestre","1978","Richard Clayderman","392972f7-f620-4f3d-97bf-6a6b2d3e924a"
"36","Ballade pour Adeline (piano seul)","Piano et orchestre","1978","1978","JP","Album","1","B6","12"" Vinyl","159000","Piano et orchestre","1978","Richard Clayderman","392972f7-f620-4f3d-97bf-6a6b2d3e924a"
"37","Black Deal","Piano et orchestre","1978","1978","JP","Album","1","A5","12"" Vinyl","181000","Piano et orchestre","1978","Richard Clayderman","392972f7-f620-4f3d-97bf-6a6b2d3e924a"
"38","La Milliere","Piano et orchestre","1978","1978","JP","Album","1","B2","12"" Vinyl","228000","Piano et orchestre","1978","Richard Clayderman","392972f7-f620-4f3d-97bf-6a6b2d3e924a"
"39","L'Enfant et la Mer","Piano et orchestre","1978","1978","JP","Album","1","A3","12"" Vinyl","214000","Piano et orchestre","1978","Richard Clayderman","392972f7-f620-4f3d-97bf-6a6b2d3e924a"
"40","Lyphard Melodie","Piano et orchestre","1978","1978","JP","Album","1","B1","12"" Vinyl","280000","Piano et orchestre","1978","Richard Clayderman","392972f7-f620-4f3d-97bf-6a6b2d3e924a"
"41","Lys River","Piano et orchestre","1978","1978","JP","Album","1","A4","12"" Vinyl","215000","Piano et orchestre","1978","Richard Clayderman","392972f7-f620-4f3d-97bf-6a6b2d3e924a"
"42","Old Fashion","Piano et orchestre","1978","1978","JP","Album","1","B5","12"" Vinyl","116000","Piano et orchestre","1978","Richard Clayderman","392972f7-f620-4f3d-97bf-6a6b2d3e924a"
"43","Romantica Serenade","Piano et orchestre","1978","1978","JP","Album","1","B4","12"" Vinyl","204000","Piano et orchestre","1978","Richard Clayderman","392972f7-f620-4f3d-97bf-6a6b2d3e924a"
"44","Secret of My Life (One)","Piano et orchestre","1978","1978","JP","Album","1","A2","12"" Vinyl","178000","Piano et orchestre","1978","Richard Clayderman","392972f7-f620-4f3d-97bf-6a6b2d3e924a"
"45","Secret of My Life (Two)","Piano et orchestre","1978","1978","JP","Album","1","B3","12"" Vinyl","194000","Piano et orchestre","1978","Richard Clayderman","392972f7-f620-4f3d-97bf-6a6b2d3e924a"
"46","Ballade pour Adeline (piano & orkester)","Ballade pour Adeline","1979","1979","SE","Album","1","A1","12"" Vinyl","","Ballade pour Adeline","1977","Richard Clayderman","e2f69afd-965f-4643-a604-428b4a4d41c6"
"47","Ballade pour Adeline (piano solo)","Ballade pour Adeline","1979","1979","SE","Album","1","B6","12"" Vinyl","","Ballade pour Adeline","1977","Richard Clayderman","e2f69afd-965f-4643-a604-428b4a4d41c6"
"48","Black Deal","Ballade pour Adeline","1979","1979","SE","Album","1","A5","12"" Vinyl","","Ballade pour Adeline","1977","Richard Clayderman","e2f69afd-965f-4643-a604-428b4a4d41c6"
"49","La milliere","Ballade pour Adeline","1979","1979","SE","Album","1","B2","12"" Vinyl","","Ballade pour Adeline","1977","Richard Clayderman","e2f69afd-965f-4643-a604-428b4a4d41c6"
"50","Lyphard melodie","Ballade pour Adeline","1979","1979","SE","Album","1","B1","12"" Vinyl","","Ballade pour Adeline","1977","Richard Clayderman","e2f69afd-965f-4643-a604-428b4a4d41c6"
"51","Lys river","Ballade pour Adeline","1979","1979","SE","Album","1","A4","12"" Vinyl","","Ballade pour Adeline","1977","Richard Clayderman","e2f69afd-965f-4643-a604-428b4a4d41c6"
"52","Old Fashion","Ballade pour Adeline","1979","1979","SE","Album","1","B5","12"" Vinyl","","Ballade pour Adeline","1977","Richard Clayderman","e2f69afd-965f-4643-a604-428b4a4d41c6"
"53","Romantica serenade","Ballade pour Adeline","1979","1979","SE","Album","1","B4","12"" Vinyl","","Ballade pour Adeline","1977","Richard Clayderman","e2f69afd-965f-4643-a604-428b4a4d41c6"
"54","Secret of My Life (del 1)","Ballade pour Adeline","1979","1979","SE","Album","1","A2","12"" Vinyl","","Ballade pour Adeline","1977","Richard Clayderman","e2f69afd-965f-4643-a604-428b4a4d41c6"
"55","Secret of My Life (del 2)","Ballade pour Adeline","1979","1979","SE","Album","1","A3","12"" Vinyl","","Ballade pour Adeline","1977","Richard Clayderman","e2f69afd-965f-4643-a604-428b4a4d41c6"
"56","Secret of My Life (two)","Ballade pour Adeline","1979","1979","SE","Album","1","B3","12"" Vinyl","","Ballade pour Adeline","1977","Richard Clayderman","e2f69afd-965f-4643-a604-428b4a4d41c6"
"57","Histoire d'un rêve","Lettre à Ma Mere","1979","1979","FR","Album","1","A2","12"" Vinyl","174000","Lettre à Ma Mere","1979","Richard Clayderman","4bc42c1b-8b22-4afd-a58d-cf2e284d2e74"
"58","Le soleil et les fleurs","Lettre à Ma Mere","1979","1979","FR","Album","1","B2","12"" Vinyl","126000","Lettre à Ma Mere","1979","Richard Clayderman","4bc42c1b-8b22-4afd-a58d-cf2e284d2e74"
"59","Les élans du cœur","Lettre à Ma Mere","1979","1979","FR","Album","1","B3","12"" Vinyl","165000","Lettre à Ma Mere","1979","Richard Clayderman","4bc42c1b-8b22-4afd-a58d-cf2e284d2e74"
"60","Les rêves du matin [piano seul]","Lettre à Ma Mere","1979","1979","FR","Album","1","A5","12"" Vinyl","218000","Lettre à Ma Mere","1979","Richard Clayderman","4bc42c1b-8b22-4afd-a58d-cf2e284d2e74"
"61","Lettre à ma mère","Lettre à Ma Mere","1979","1979","FR","Album","1","A3","12"" Vinyl","164000","Lettre à Ma Mere","1979","Richard Clayderman","4bc42c1b-8b22-4afd-a58d-cf2e284d2e74"
"62","Lettre à ma mère [piano seul]","Lettre à Ma Mere","1979","1979","FR","Album","1","B6","12"" Vinyl","178000","Lettre à Ma Mere","1979","Richard Clayderman","4bc42c1b-8b22-4afd-a58d-cf2e284d2e74"
"63","Mariage d'amour","Lettre à Ma Mere","1979","1979","FR","Album","1","A6","12"" Vinyl","161000","Lettre à Ma Mere","1979","Richard Clayderman","4bc42c1b-8b22-4afd-a58d-cf2e284d2e74"
"64","Nostalgy","Lettre à Ma Mere","1979","1979","FR","Album","1","A4","12"" Vinyl","176000","Lettre à Ma Mere","1979","Richard Clayderman","4bc42c1b-8b22-4afd-a58d-cf2e284d2e74"
"65","Nostalgy [version piano et cordes]","Lettre à Ma Mere","1979","1979","FR","Album","1","B5","12"" Vinyl","156000","Lettre à Ma Mere","1979","Richard Clayderman","4bc42c1b-8b22-4afd-a58d-cf2e284d2e74"
"66","Rondo pour un tout petit enfant","Lettre à Ma Mere","1979","1979","FR","Album","1","B4","12"" Vinyl","92000","Lettre à Ma Mere","1979","Richard Clayderman","4bc42c1b-8b22-4afd-a58d-cf2e284d2e74"
"67","Souvenirs d'enfance","Lettre à Ma Mere","1979","1979","FR","Album","1","A1","12"" Vinyl","169000","Lettre à Ma Mere","1979","Richard Clayderman","4bc42c1b-8b22-4afd-a58d-cf2e284d2e74"
"68","Souvenirs d'enfance [version piano et cordes]","Lettre à Ma Mere","1979","1979","FR","Album","1","B1","12"" Vinyl","180000","Lettre à Ma Mere","1979","Richard Clayderman","4bc42c1b-8b22-4afd-a58d-cf2e284d2e74"
"69","Barcarole","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A6","12"" Vinyl","178000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"70","Bridge Over Troubled Water","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A4","12"" Vinyl","185000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"71","Dolannes Melodie","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A7","12"" Vinyl","202000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"72","Don't Cry for Me Argentina","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A3","12"" Vinyl","191000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"73","Elisabeth-Serenade","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B1","12"" Vinyl","116000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"74","Exodus","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A8","12"" Vinyl","176000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"75","Für Elise","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B8","12"" Vinyl","145000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"76","La Mer","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B4","12"" Vinyl","192000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"77","La vie en rose","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B7","12"" Vinyl","155000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"78","Liebestraum","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A1","12"" Vinyl","188000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"79","Love Story","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B6","12"" Vinyl","180000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"80","Mondscheinsonate","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B3","12"" Vinyl","192000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"81","Moon-River","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A2","12"" Vinyl","192000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"82","Ode to Joy","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B2","12"" Vinyl","188000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"83","Romeo & Julia","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B5","12"" Vinyl","139000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"84","Yesterday","Träumerei: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A5","12"" Vinyl","142000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","8f3e422b-61c1-4b2c-9efb-f0dd4b942068"
"85","Ballade pour Adeline","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A9","12"" Vinyl","155000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"86","Barcarole","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B4","12"" Vinyl","178000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"87","Bridge Over Troubled Water","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B3","12"" Vinyl","185000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"88","Dolannes Melodie","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A1","12"" Vinyl","203000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"89","Don't Cry for Me Argentina","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A4","12"" Vinyl","190000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"90","Elisabeth-Serenade","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B2","12"" Vinyl","116000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"91","Exodus","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A8","12"" Vinyl","175000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"92","Für Elise","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A7","12"" Vinyl","144000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"93","La Mer","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B8","12"" Vinyl","192000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"94","La vie en rose","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A5","12"" Vinyl","156000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"95","Liebestraum","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A3","12"" Vinyl","187000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"96","Love Story","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B5","12"" Vinyl","178000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"97","Mondscheinsonate","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B7","12"" Vinyl","190000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"98","Moon-River","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B6","12"" Vinyl","191000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"99","Ode to Joy","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A6","12"" Vinyl","188000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"100","Romeo & Julia","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","B1","12"" Vinyl","138000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"101","Yesterday","Träumereien: Die schönsten Klavier-Melodien","1979","1979","DE","Album","1","A2","12"" Vinyl","141000","Träumereien: Die schönsten Klavier-Melodien","1979","Richard Clayderman","a1884c98-9307-4fbf-8911-99a0b5c66062"
"102","A Comme Amour","Ballade Pour Adeline & Souvenirs D'Enfance","1980","1980","JP","Album","1","A2","12"" Vinyl","197000","Ballade Pour Adeline & Souvenirs D'Enfance","1980","Richard Clayderman","b8ffc6b2-8943-44e7-b12b-4cc17572055d"
"103","Ballade Pour Adeline","Ballade Pour Adeline & Souvenirs D'Enfance","1980","1980","JP","Album","1","A1","12"" Vinyl","156000","Ballade Pour Adeline & Souvenirs D'Enfance","1980","Richard Clayderman","b8ffc6b2-8943-44e7-b12b-4cc17572055d"
"104","Don't Cry For Me Argentina","Ballade Pour Adeline & Souvenirs D'Enfance","1980","1980","JP","Album","1","A3","12"" Vinyl","191000","Ballade Pour Adeline & Souvenirs D'Enfance","1980","Richard Clayderman","b8ffc6b2-8943-44e7-b12b-4cc17572055d"
"105","La Mer","Ballade Pour Adeline & Souvenirs D'Enfance","1980","1980","JP","Album","1","A6","12"" Vinyl","194000","Ballade Pour Adeline & Souvenirs D'Enfance","1980","Richard Clayderman","b8ffc6b2-8943-44e7-b12b-4cc17572055d"
"106","La Vie En Rose","Ballade Pour Adeline & Souvenirs D'Enfance","1980","1980","JP","Album","1","B6","12"" Vinyl","157000","Ballade Pour Adeline & Souvenirs D'Enfance","1980","Richard Clayderman","b8ffc6b2-8943-44e7-b12b-4cc17572055d"
"107","Lyphard Melodie","Ballade Pour Adeline & Souvenirs D'Enfance","1980","1980","JP","Album","1","B2","12"" Vinyl","280000","Ballade Pour Adeline & Souvenirs D'Enfance","1980","Richard Clayderman","b8ffc6b2-8943-44e7-b12b-4cc17572055d"
"108","Moon River","Ballade Pour Adeline & Souvenirs D'Enfance","1980","1980","JP","Album","1","B5","12"" Vinyl","194000","Ballade Pour Adeline & Souvenirs D'Enfance","1980","Richard Clayderman","b8ffc6b2-8943-44e7-b12b-4cc17572055d"
"109","Nostalgy","Ballade Pour Adeline & Souvenirs D'Enfance","1980","1980","JP","Album","1","A5","12"" Vinyl","175000","Ballade Pour Adeline & Souvenirs D'Enfance","1980","Richard Clayderman","b8ffc6b2-8943-44e7-b12b-4cc17572055d"
"110","Ping Pong Sous Les Arbres","Ballade Pour Adeline & Souvenirs D'Enfance","1980","1980","JP","Album","1","B4","12"" Vinyl","195000","Ballade Pour Adeline & Souvenirs D'Enfance","1980","Richard Clayderman","b8ffc6b2-8943-44e7-b12b-4cc17572055d"
"111","Rhapsody In Blue","Ballade Pour Adeline & Souvenirs D'Enfance","1980","1980","JP","Album","1","A4","12"" Vinyl","205000","Ballade Pour Adeline & Souvenirs D'Enfance","1980","Richard Clayderman","b8ffc6b2-8943-44e7-b12b-4cc17572055d"
"112","Secret Of My Life","Ballade Pour Adeline & Souvenirs D'Enfance","1980","1980","JP","Album","1","B3","12"" Vinyl","179000","Ballade Pour Adeline & Souvenirs D'Enfance","1980","Richard Clayderman","b8ffc6b2-8943-44e7-b12b-4cc17572055d"
"113","Souvenirs D'Enfance","Ballade Pour Adeline & Souvenirs D'Enfance","1980","1980","JP","Album","1","B1","12"" Vinyl","168000","Ballade Pour Adeline & Souvenirs D'Enfance","1980","Richard Clayderman","b8ffc6b2-8943-44e7-b12b-4cc17572055d"
"114","A Comme Amour","Deluxe","1980","1980","JP","Album","1","A2","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"115","Ballade Pour Adeline","Deluxe","1980","1980","JP","Album","1","B6","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"116","Ballade Pour Adeline","Deluxe","1980","1980","JP","Album","1","A1","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"117","Don't Cry For Me Argentina","Deluxe","1980","1980","JP","Album","1","A3","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"118","La Mer","Deluxe","1980","1980","JP","Album","1","A6","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"119","La Vie En Rose","Deluxe","1980","1980","JP","Album","1","B5","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"120","Lettre A Ma Mere","Deluxe","1980","1980","JP","Album","1","B2","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"121","Nostalgy","Deluxe","1980","1980","JP","Album","1","A5","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"122","Ping Pong Sous Les Arbres","Deluxe","1980","1980","JP","Album","1","B4","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"123","Rhapsody In Blue","Deluxe","1980","1980","JP","Album","1","A4","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"124","Secret Of My Life","Deluxe","1980","1980","JP","Album","1","B3","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"125","Souvenirs D'enfance","Deluxe","1980","1980","JP","Album","1","B1","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
"126","Aline","Deluxe","1980","1980","JP","Album","2","C6","Vinyl","","Deluxe","1980","Richard Clayderman","08661613-bd77-4d00-a210-6b04576b5c62"
