"row","title","album","year","release_date","country","release_type","disc_number","track_number","format","length_ms","release_group","release_group_year","artist_credit","release_mbid"
"2079","Con Te Partiro (Time to Say Goodbye)","Beautiful Moments","1999","1999","DK","Album","1","10","CD","188000","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2080","Con Te Partiro (Time to Say Goodbye)","Beautiful Moments","1999","1999","NO","Album","1","10","CD","188000","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2081","Everytime You Go Away","Beautiful Moments","1999","1999","NO","Album","1","11","CD","166000","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2082","Everytime You Go Away","Beautiful Moments","1999","1999","DK","Album","1","11","CD","166000","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2083","Öppna Landskap","Beautiful Moments","1999","1999","NO","Album","1","12","CD","233000","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2084","Öppna Landskap","Beautiful Moments","1999","1999","DK","Album","1","12","CD","233000","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2085","Something About the Way You Look","Beautiful Moments","1999","1999","DK","Album","1","13","CD","208000","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2086","Something About the Way You Look","Beautiful Moments","1999","1999","NO","Album","1","13","CD","208000","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2087","Candle in the Wind","Beautiful Moments","1999","1999","DK","Album","1","14","CD","189000","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2088","Candle in the Wind","Beautiful Moments","1999","1999","NO","Album","1","14","CD","189000","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2089","It Must Have Been Love","Beautiful Moments","1999","1999","NO","Album","1","15","CD","253000","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2090","It Must Have Been Love","Beautiful Moments","1999","1999","DK","Album","1","15","CD","253000","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2091","How Do I Live","Beautiful Moments","1999","1999","DK","Album","1","16","CD","176000","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2092","How Do I Live","Beautiful Moments","1999","1999","NO","Album","1","16","CD","176000","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2093","Unchained Melody","Beautiful Moments","1999","1999","NO","Album","1","17","CD","186000","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2094","Unchained Melody","Beautiful Moments","1999","1999","DK","Album","1","17","CD","186000","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2095","How Deep Is Your Love","Beautiful Moments","1999","1999","DK","Album","1","18","CD","227000","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2096","How Deep Is Your Love","Beautiful Moments","1999","1999","NO","Album","1","18","CD","227000","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2097","I Will Always Love You","Beautiful Moments","1999","1999","NO","Album","1","19","CD","130000","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2098","I Will Always Love You","Beautiful Moments","1999","1999","DK","Album","1","19","CD","130000","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2099","Balade Pour Adeline","Beautiful Moments","1999","1999","DK","Album","2","1","CD","158626","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2100","Balade Pour Adeline","Beautiful Moments","1999","1999","NO","Album","2","1","CD","158626","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2101","Elvira Madigan (Piano Concert No. 21 in C major)","Beautiful Moments","1999","1999","DK","Album","2","2","CD","202440","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2102","Elvira Madigan (Piano Concert No. 21 in C major)","Beautiful Moments","1999","1999","NO","Album","2","2","CD","202440","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2103","Memory","Beautiful Moments","1999","1999","DK","Album","2","3","CD","327826","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2104","Memory","Beautiful Moments","1999","1999","NO","Album","2","3","CD","327826","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2105","Piano Concert No. 1 in B flat minor","Beautiful Moments","1999","1999","NO","Album","2","4","CD","236933","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2106","Piano Concert No. 1 in B flat minor","Beautiful Moments","1999","1999","DK","Album","2","4","CD","236933","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2107","The Theme From 'Thorn Birds'","Beautiful Moments","1999","1999","NO","Album","2","5","CD","153840","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2108","The Theme From 'Thorn Birds'","Beautiful Moments","1999","1999","DK","Album","2","5","CD","153840","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2109","Don't Cry for Me Argentina","Beautiful Moments","1999","1999","DK","Album","2","6","CD","216200","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2110","Don't Cry for Me Argentina","Beautiful Moments","1999","1999","NO","Album","2","6","CD","216200","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2111","Moonlight Sonata","Beautiful Moments","1999","1999","DK","Album","2","7","CD","278560","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2112","Moonlight Sonata","Beautiful Moments","1999","1999","NO","Album","2","7","CD","278560","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2113","Dolannes Melody","Beautiful Moments","1999","1999","NO","Album","2","8","CD","203933","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2114","Dolannes Melody","Beautiful Moments","1999","1999","DK","Album","2","8","CD","203933","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2115","Clair de Lune","Beautiful Moments","1999","1999","NO","Album","2","9","CD","292440","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2116","Clair de Lune","Beautiful Moments","1999","1999","DK","Album","2","9","CD","292440","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2117","The Music of the Night","Beautiful Moments","1999","1999","DK","Album","2","10","CD","330733","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2118","The Music of the Night","Beautiful Moments","1999","1999","NO","Album","2","10","CD","330733","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2119","Nocturne (And This Is My Beloved)","Beautiful Moments","1999","1999","NO","Album","2","11","CD","223666","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2120","Nocturne (And This Is My Beloved)","Beautiful Moments","1999","1999","DK","Album","2","11","CD","223666","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2121","The Theme From 'Love Story'","Beautiful Moments","1999","1999","DK","Album","2","12","CD","179533","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2122","The Theme From 'Love Story'","Beautiful Moments","1999","1999","NO","Album","2","12","CD","179533","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2123","Liebestraum (Nocturne No. 3)","Beautiful Moments","1999","1999","DK","Album","2","13","CD","367360","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2124","Liebestraum (Nocturne No. 3)","Beautiful Moments","1999","1999","NO","Album","2","13","CD","367360","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2125","Bridge Over Troubled Water","Beautiful Moments","1999","1999","NO","Album","2","14","CD","188773","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2126","Bridge Over Troubled Water","Beautiful Moments","1999","1999","DK","Album","2","14","CD","188773","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2127","Pastorale From Symphony No. 6 In F","Beautiful Moments","1999","1999","NO","Album","2","15","CD","208693","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2128","Pastorale From Symphony No. 6 In F","Beautiful Moments","1999","1999","DK","Album","2","15","CD","208693","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2129","Für Elise","Beautiful Moments","1999","1999","NO","Album","2","16","CD","254773","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2130","Für Elise","Beautiful Moments","1999","1999","DK","Album","2","16","CD","254773","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2131","Cavatina","Beautiful Moments","1999","1999","NO","Album","2","17","CD","214826","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2132","Cavatina","Beautiful Moments","1999","1999","DK","Album","2","17","CD","214826","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2133","Beatles Medley","Beautiful Moments","1999","1999","DK","Album","2","18","CD","661106","Beautiful Moments","1999","Richard Clayderman","f2640d56-74bd-46cb-9566-3a27d041c15e"
"2134","Beatles Medley","Beautiful Moments","1999","1999","NO","Album","2","18","CD","661106","Beautiful Moments","1999","Richard Clayderman","f7fd085c-9189-4698-99b6-478496fe8e45"
"2135","Chinese Garden","Chinese Garden","1999","1999","","Album","1","1","CD","139693","Chinese Garden","1999","Richard Clayderman","7f45bad5-32ca-41c4-ab36-f204d387fa49"
"2136","Poetic Sonatica","Chinese Garden","1999","1999","","Album","1","2","CD","184773","Chinese Garden","1999","Richard Clayderman","7f45bad5-32ca-41c4-ab36-f204d387fa49"
"2137","Les Rendez-vous du Hasard","Chinese Garden","1999","1999","","Album","1","3","CD","149693","Chinese Garden","1999","Richard Clayderman","7f45bad5-32ca-41c4-ab36-f204d387fa49"
"2138","Notre Histoire","Chinese Garden","1999","1999","","Album","1","4","CD","199240","Chinese Garden","1999","Richard Clayderman","7f45bad5-32ca-41c4-ab36-f204d387fa49"
"2139","La Nuit Des Adieux","Chinese Garden","1999","1999","","Album","1","5","CD","238626","Chinese Garden","1999","Richard Clayderman","7f45bad5-32ca-41c4-ab36-f204d387fa49"
"2140","Ultime Amour","Chinese Garden","1999","1999","","Album","1","6","CD","199506","Chinese Garden","1999","Richard Clayderman","7f45bad5-32ca-41c4-ab36-f204d387fa49"
"2141","Le Depart de Belle","Chinese Garden","1999","1999","","Album","1","7","CD","160560","Chinese Garden","1999","Richard Clayderman","7f45bad5-32ca-41c4-ab36-f204d387fa49"
"2142","Anna Fedelia","Chinese Garden","1999","1999","","Album","1","8","CD","163506","Chinese Garden","1999","Richard Clayderman","7f45bad5-32ca-41c4-ab36-f204d387fa49"
"2143","Hungarian Sonata","Chinese Garden","1999","1999","","Album","1","9","CD","195466","Chinese Garden","1999","Richard Clayderman","7f45bad5-32ca-41c4-ab36-f204d387fa49"
"2144","Changer de Vie","Chinese Garden","1999","1999","","Album","1","10","CD","153800","Chinese Garden","1999","Richard Clayderman","7f45bad5-32ca-41c4-ab36-f204d387fa49"
"2145","Lenfance Retrouvee","Chinese Garden","1999","1999","","Album","1","11","CD","200293","Chinese Garden","1999","Richard Clayderman","7f45bad5-32ca-41c4-ab36-f204d387fa49"
"2146","Season","Chinese Garden","1999","1999","","Album","1","12","CD","185133","Chinese Garden","1999","Richard Clayderman","7f45bad5-32ca-41c4-ab36-f204d387fa49"
"2147","Hungarian Sonata (version Concert)","Chinese Garden","1999","1999","","Album","1","13","CD","199106","Chinese Garden","1999","Richard Clayderman","7f45bad5-32ca-41c4-ab36-f204d387fa49"
"2148","Ultime Amour (version Concert)","Chinese Garden","1999","1999","","Album","1","14","CD","194466","Chinese Garden","1999","Richard Clayderman","7f45bad5-32ca-41c4-ab36-f204d387fa49"
"2149","Chinese Garden","Magic Piano","1999","1999","FR","Album","1","1","CD","138080","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2150","The Child in the Silent Mornings","Magic Piano","1999","1999","FR","Album","1","2","CD","187253","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2151","Unbreak My Heart","Magic Piano","1999","1999","FR","Album","1","3","CD","222786","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2152","Something About the Way You Look Tonight …","Magic Piano","1999","1999","FR","Album","1","4","CD","208306","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2153","Make It With You","Magic Piano","1999","1999","FR","Album","1","5","CD","198226","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2154","Candle in the Wind","Magic Piano","1999","1999","FR","Album","1","6","CD","189946","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2155","Con te partiro (Time to Say Goodbye)","Magic Piano","1999","1999","FR","Album","1","7","CD","189480","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2156","Angels","Magic Piano","1999","1999","FR","Album","1","8","CD","237266","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2157","Tell Him","Magic Piano","1999","1999","FR","Album","1","9","CD","289040","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2158","How Do I Live","Magic Piano","1999","1999","FR","Album","1","10","CD","176640","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2159","Mano a mano","Magic Piano","1999","1999","FR","Album","1","11","CD","193360","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2160","Savoir aimer (Learn How to Love)","Magic Piano","1999","1999","FR","Album","1","12","CD","228826","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2161","Valse no. 2 (Waltz No. 2)","Magic Piano","1999","1999","FR","Album","1","13","CD","223573","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2162","Lucie","Magic Piano","1999","1999","FR","Album","1","14","CD","183480","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2163","Belle (Beautiful)","Magic Piano","1999","1999","FR","Album","1","15","CD","196093","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2164","Je t’aime","Magic Piano","1999","1999","FR","Album","1","16","CD","247733","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2165","Titanic Symphony","Magic Piano","1999","1999","FR","Album","1","17","CD","547266","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2166","The Child in the Silent Mornings","Magic Piano","1999","1999","FR","Album","1","18","CD","185573","Magic Piano","1999","Richard Clayderman","7e7408a2-ffc0-49c6-867f-3462d764a1bc"
"2167","Smiling Joey","Play Me Your Dreams","1999","1999","FR","Album","1","1","CD","155000","Play Me Your Dreams","1999","Richard Clayderman","0bc6cafa-94cd-4f29-855c-d639f21a1695"
"2168","Past Melody","Play Me Your Dreams","1999","1999","FR","Album","1","2","CD","248000","Play Me Your Dreams","1999","Richard Clayderman","0bc6cafa-94cd-4f29-855c-d639f21a1695"
"2169","Where Do Clouds Come From","Play Me Your Dreams","1999","1999","FR","Album","1","3","CD","211000","Play Me Your Dreams","1999","Richard Clayderman","0bc6cafa-94cd-4f29-855c-d639f21a1695"
"2170","Rose Angela Brass","Play Me Your Dreams","1999","1999","FR","Album","1","4","CD","223000","Play Me Your Dreams","1999","Richard Clayderman","0bc6cafa-94cd-4f29-855c-d639f21a1695"
"2171","Enigmatic Lady","Play Me Your Dreams","1999","1999","FR","Album","1","5","CD","192000","Play Me Your Dreams","1999","Richard Clayderman","0bc6cafa-94cd-4f29-855c-d639f21a1695"
"2172","On the Other Side of Heaven","Play Me Your Dreams","1999","1999","FR","Album","1","6","CD","180000","Play Me Your Dreams","1999","Richard Clayderman","0bc6cafa-94cd-4f29-855c-d639f21a1695"
"2173","A Little Tecno in the Moonlight","Play Me Your Dreams","1999","1999","FR","Album","1","7","CD","204000","Play Me Your Dreams","1999","Richard Clayderman","0bc6cafa-94cd-4f29-855c-d639f21a1695"
"2174","Princess of the Desert","Play Me Your Dreams","1999","1999","FR","Album","1","8","CD","273000","Play Me Your Dreams","1999","Richard Clayderman","0bc6cafa-94cd-4f29-855c-d639f21a1695"
"2175","Silverfish","Play Me Your Dreams","1999","1999","FR","Album","1","9","CD","185000","Play Me Your Dreams","1999","Richard Clayderman","0bc6cafa-94cd-4f29-855c-d639f21a1695"
"2176","We Will See Each Other Again","Play Me Your Dreams","1999","1999","FR","Album","1","10","CD","120000","Play Me Your Dreams","1999","Richard Clayderman","0bc6cafa-94cd-4f29-855c-d639f21a1695"
"2177","The Wind Beneath My Wings, from 'Beaches'","The Entertainer","1999","1999","GB","Album","1","1","CD","203120","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2178","Memory, from 'Cats'","The Entertainer","1999","1999","GB","Album","1","2","CD","185373","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2179","Can You Feel the Love Tonight, from 'The Lion King'","The Entertainer","1999","1999","GB","Album","1","3","CD","194053","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2180","Love Changes Everything, from 'Aspects of Love'","The Entertainer","1999","1999","GB","Album","1","4","CD","315480","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2181","The Lady in Red / Take My Breath Away, from 'Top Gun'","The Entertainer","1999","1999","GB","Album","1","5","CD","249746","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2182","The Phantom of the Opera, from 'The Phantom of the Opera'","The Entertainer","1999","1999","GB","Album","1","6","CD","286573","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2183","West Side Story Medley","The Entertainer","1999","1999","GB","Album","1","7","CD","394053","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2184","Don't Cry for Me Argentina, from 'Evita'","The Entertainer","1999","1999","GB","Album","1","8","CD","215666","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2185","Money Money Money, from 'Mamma Mia'","The Entertainer","1999","1999","GB","Album","1","9","CD","221640","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2186","The Streets of Philadelphia, from 'Philadelphia'","The Entertainer","1999","1999","GB","Album","1","10","CD","215493","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2187","Any Dream Will Do, from 'Joseph and the Amazing Technicolor Dreamcoat'","The Entertainer","1999","1999","GB","Album","1","11","CD","209560","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2188","Chariots of Fire, from 'Chariots of Fire'","The Entertainer","1999","1999","GB","Album","1","12","CD","181653","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2189","Groovy Kind of Love, from 'Buster'","The Entertainer","1999","1999","GB","Album","1","13","CD","170453","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2190","The Music of the Night, from 'The Phantom of the Opera'","The Entertainer","1999","1999","GB","Album","1","14","CD","331013","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2191","Up Where We Belong, from 'An Officer and a Gentleman'","The Entertainer","1999","1999","GB","Album","1","15","CD","178853","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2192","Unchained Melody, from 'Ghost'","The Entertainer","1999","1999","GB","Album","1","16","CD","187106","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2193","[Everything I Do] I Do It for You, from 'Robin Hood Prince of Thieves'","The Entertainer","1999","1999","GB","Album","1","17","CD","245920","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2194","I Will Always Love You, from 'The Bodyguard'","The Entertainer","1999","1999","GB","Album","1","18","CD","249933","The Entertainer","1999","Richard Clayderman","f10e5e46-04e1-4a35-a001-00b135ab5974"
"2195","The Phantom of the Opera","Love Songs of Al Webber","1999","1999-02-23","XE","Album","1","1","CD","288000","My Favourite Melodies","1999","Richard Clayderman","a156bbb6-d9ae-4466-9655-5a61c26fe691"
"2196","The Music of the Night","Love Songs of Al Webber","1999","1999-02-23","XE","Album","1","2","CD","332173","My Favourite Melodies","1999","Richard Clayderman","a156bbb6-d9ae-4466-9655-5a61c26fe691"
"2197","Love Changes Everything","Love Songs of Al Webber","1999","1999-02-23","XE","Album","1","3","CD","316160","My Favourite Melodies","1999","Richard Clayderman","a156bbb6-d9ae-4466-9655-5a61c26fe691"
"2198","Don't Cry for Me Argentina","Love Songs of Al Webber","1999","1999-02-23","XE","Album","1","4","CD","217173","My Favourite Melodies","1999","Richard Clayderman","a156bbb6-d9ae-4466-9655-5a61c26fe691"
"2199","Seeing Is Beieving","Love Songs of Al Webber","1999","1999-02-23","XE","Album","1","5","CD","215333","My Favourite Melodies","1999","Richard Clayderman","a156bbb6-d9ae-4466-9655-5a61c26fe691"
"2200","All I Ask of You","Love Songs of Al Webber","1999","1999-02-23","XE","Album","1","6","CD","212666","My Favourite Melodies","1999","Richard Clayderman","a156bbb6-d9ae-4466-9655-5a61c26fe691"
"2201","High Flying Adored","Love Songs of Al Webber","1999","1999-02-23","XE","Album","1","7","CD","268493","My Favourite Melodies","1999","Richard Clayderman","a156bbb6-d9ae-4466-9655-5a61c26fe691"
"2202","Another Suitcase in Another Hall","Love Songs of Al Webber","1999","1999-02-23","XE","Album","1","8","CD","197666","My Favourite Melodies","1999","Richard Clayderman","a156bbb6-d9ae-4466-9655-5a61c26fe691"
"2203","Tell Me on a Sunday","Love Songs of Al Webber","1999","1999-02-23","XE","Album","1","9","CD","286000","My Favourite Melodies","1999","Richard Clayderman","a156bbb6-d9ae-4466-9655-5a61c26fe691"
"2204","I Don't Know How to Love Him","Love Songs of Al Webber","1999","1999-02-23","XE","Album","1","10","CD","246173","My Favourite Melodies","1999","Richard Clayderman","a156bbb6-d9ae-4466-9655-5a61c26fe691"
"2205","Memory","Love Songs of Al Webber","1999","1999-02-23","XE","Album","1","11","CD","328160","My Favourite Melodies","1999","Richard Clayderman","a156bbb6-d9ae-4466-9655-5a61c26fe691"
"2206","Take That Look of Your Face","Love Songs of Al Webber","1999","1999-02-23","XE","Album","1","12","CD","239000","My Favourite Melodies","1999","Richard Clayderman","a156bbb6-d9ae-4466-9655-5a61c26fe691"
"2207","Con Te Partiro","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","1","CD","189000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2208","How Do I Live","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","2","CD","177000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2209","The Winner Takes It All","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","3","CD","184000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2210","All By Myself","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","4","CD","190000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2211","Past melody","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","5","CD","248000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2212","Candle In The Wind","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","6","CD","189000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2213","Everything I Do","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","7","CD","246000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2214","Another Day In Paradise","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","8","CD","211000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2215","Cavatina","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","9","CD","214000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2216","Can You Feel The Love Tonight","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","10","CD","193000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2217","Balade Pour Adeline","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","11","CD","158000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2218","Lettre A Elise (Für Elise)","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","12","CD","257000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2219","Evergreen","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","13","CD","181000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2220","Hello","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","14","CD","188000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2221","Take My Breath Away","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","15","CD","249000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2222","Close To You","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","16","CD","216000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
"2223","Chariots Of Fire","Millennium Gold Collection","1999","1999-12-12","ZA","Album","1","17","CD","180000","Millennium Gold Collection","1999","Richard Clayderman","0a31dc71-9733-4480-a5a0-059bf10f178a"
